Code Sex BirthYear DeathYear AgeAtDeath FemaleLBS FemaleLRS ShotOrNot Group Status DeathType MaleLBS animal LBS GGImm Imm Mother
SLR03 Female 2003 2003 0 0 0 DeadNotShot 1 D A NA SLR03 0 0.40625 loc FLG98
SLR05 Male 2005 2006 0 NA NA DeadNotShot 1 D N 0 SLR05 0 0.46875 loc FLG98
SLR06 Female 2006 2007 0 0 0 DeadNotShot 1 D N NA SLR06 0 0.5625 loc FLG98
SLR08 Male 2008 2009 0 NA NA DeadNotShot 1 D N 0 SLR08 0 0.625 loc FLG98
SLR10 Male 2010 2010 0 NA NA DeadNotShot 1 D Q 0 SLR10 0 0.359375 loc FLG98
SLR11 Male 2011 2012 0 NA NA DeadNotShot 1 D N 0 SLR11 0 0.6015625 loc FLG98
SLR13 Female 2013 2014 0 0 0 DeadNotShot 1 D N NA SLR13 0 0.546875 loc FLG98
SLT84 Female 1984 NA NA 1 0 DeadNotShot 2 D NA NA SLT84 1 0.5 loc ALM80
SLT86 Male 1986 2000 13 NA NA DeadNotShot 1 D N 26 SLT86 26 0.125 loc ALM80
SLT87 Female 1987 NA NA 0 0 DeadNotShot 2 D NA NA SLT87 0 0 loc ALM80
SME84 Female 1984 2000 15 6 2 DeadNotShot 1 D N NA SME84 6 0.25 loc TEA78
SME87 Female 1987 1989 1 0 0 DeadNotShot 1 D N NA SME87 0 0.125 loc TEA78
SME90 Male 1990 1991 0 NA NA DeadNotShot 1 D N 0 SME90 0 0.125 loc TEA78
SMI85 Male 1985 NA NA NA NA DeadNotShot 2 D NA 0 SMI85 0 0.5 loc SMILE
SMI87 Female 1987 NA NA 0 0 DeadNotShot 2 D NA NA SMI87 0 0.5 loc SMILE
SMILE Female 1975 NA NA 3 1 DeadNotShot 2 D NA NA SMILE 3 1 Imm NA
SML13 Female 2013 NA NA 1 0 Living 3 L NA NA SML13 1 0.84375 loc WHF10
SML15 Male 2015 NA NA NA NA Living 3 L NA 0 SML15 0 0.7265625 loc WHF10
SMONG Male 1994 NA NA NA NA DeadNotShot 2 D NA 0 SMONG 0 1 Imm NA
SMOOT Male 2006 NA NA NA NA DeadNotShot 2 U NA 3 SMOOT 3 1 Imm NA
SNARL Male 1971 NA NA NA NA DeadNotShot 2 D NA 0 SNARL 0 1 Imm NA
SNI76 Female 1976 1976 0 0 0 DeadNotShot 1 D E NA SNI76 0 0 loc GRE73
SNI77 Female 1977 1988 11 4 1 DeadNotShot 1 D C NA SNI77 4 0.5 loc GRE73
SNI79 Male 1979 1981 1 NA NA DeadNotShot 1 D N 0 SNI79 0 0 loc GRE73
SNI81 Female 1981 1982 0 0 0 DeadNotShot 1 D N NA SNI81 0 0 loc GRE73
SNZ05 Male 2005 2005 0 NA NA Shot 3 D S 0 SNZ05 0 0.59375 loc WHZ00
SOA14 Female 2014 2014 0 0 0 DeadNotShot 1 D Q NA SOA14 0 0.42578125 loc BRY10
SOA15 Female 2015 2017 1 0 0 DeadNotShot 1 D N NA SOA15 0 0.62890625 loc BRY10
SOA16 Female 2016 2016 0 0 0 DeadNotShot 1 D Q NA SOA16 0 0.41015625 loc BRY10
SOB68 Female 1968 1992 23 13 8 DeadNotShot 1 D N NA SOB68 13 0 loc SOBHR
SOB69 Male 1969 1974 5 NA NA Shot 3 D S 0 SOB69 0 0 loc SOBHR
SOB70 Male 1970 1981 11 NA NA Shot 3 D S 1 SOB70 1 0 loc SOBHR
SOB71 Male 1971 1975 4 NA NA Shot 3 D S 0 SOB71 0 0 loc SOBHR
SOB72 Female 1972 1975 2 0 0 DeadNotShot 1 D Q NA SOB72 0 0 loc SOBHR
SOB73 Male 1973 1978 5 NA NA Shot 3 D S 0 SOB73 0 0 loc SOBHR
SOB74 Male 1974 1988 13 NA NA DeadNotShot 1 D N 0 SOB74 0 0 loc SOBHR
SOBHR Female 1961 1975 13 7 7 DeadNotShot 1 D N NA SOBHR 7 0 base NA
SOFTS Male 1987 1997 10 NA NA DeadNotShot 1 D Q 0 SOFTS 0 1 Imm NA
SOL88 Female 1988 1988 0 0 0 DeadNotShot 1 D A NA SOL88 0 0.625 loc THO84
SOL89 Male 1989 1997 8 NA NA Shot 3 D S 2 SOL89 2 0.625 loc THO84
SOL92 Male 1992 1992 0 NA NA DeadNotShot 1 D B 0 SOL92 0 0.375 loc THO84
SOL93 Male 1993 1999 6 NA NA Shot 3 D S 0 SOL93 0 0.625 loc THO84
SOL94 Male 1994 NA NA NA NA DeadNotShot 2 D NA 1 SOL94 1 0.375 loc THO84
SOL96 Male 1996 2000 4 NA NA Shot 3 D S 0 SOL96 0 0.625 loc THO84
SOL98 Male 1998 2000 2 NA NA Shot 3 D S 0 SOL98 0 0.46875 loc THO84
SOLOM Male 1972 1982 9 NA NA DeadNotShot 1 D N 2 SOLOM 2 0 loc MOWSP
SOO72 Male 1972 1982 10 NA NA DeadNotShot 1 D Q 7 SOO72 7 0 loc SOOTY
SOOTY Female 1968 1974 6 3 1 DeadNotShot 1 D C NA SOOTY 3 0 base NA
SOP16 Female 2016 2017 0 0 0 DeadNotShot 1 D N NA SOP16 0 0.65234375 loc WLK11
SOR83 Female 1983 NA NA 0 0 DeadNotShot 2 D NA NA SOR83 0 0 loc ROW77
SOR84 Male 1984 1997 12 NA NA DeadNotShot 1 D N 7 SOR84 7 0 loc ROW77
SORRY Male 1963 NA NA NA NA DeadNotShot 2 D NA 0 SORRY 0 0 base NA
SOUTH Male 2006 2012 5 NA NA DeadNotShot 1 D Q 0 SOUTH 0 1 Imm NA
SOX04 Female 2004 NA NA 6 4 Living 3 L NA NA SOX04 6 0.65625 loc SEQ01
SOX06 Male 2006 2015 9 NA NA Shot 3 D S 0 SOX06 0 0.65625 loc SEQ01
SOX07 Male 2007 2011 4 NA NA Shot 3 D S 0 SOX07 0 0.765625 loc SEQ01
SOX08 Female 2008 NA NA 5 1 Living 3 L NA NA SOX08 5 0.515625 loc SEQ01
SOX09 Female 2009 NA NA 3 2 Living 3 L NA NA SOX09 3 0.796875 loc SEQ01
SOX10 Female 2010 2012 1 0 0 Shot 3 D S NA SOX10 0 0.859375 loc SEQ01
SOX11 Male 2011 2014 3 NA NA Shot 3 D S 0 SOX11 0 0.7734375 loc SEQ01
SOX12 Female 2012 2014 2 0 0 DeadNotShot 1 D F NA SOX12 0 0.578125 loc SEQ01
SOX13 Male 2013 2014 0 NA NA DeadNotShot 1 D N 0 SOX13 0 0.5 loc SEQ01
SOX14 Female 2014 NA NA 0 0 Living 3 L NA NA SOX14 0 0.734375 loc SEQ01
SOX15 Male 2015 2017 1 NA NA DeadNotShot 1 D N 0 SOX15 0 0.6875 loc SEQ01
SOX16 Male 2016 NA NA NA NA Living 3 L NA 0 SOX16 0 0.859375 loc SEQ01
SPA15 Female 2015 NA NA 0 0 Living 3 L NA NA SPA15 0 0.14453125 loc PPL12
SPA16 Male 2016 2016 0 NA NA DeadNotShot 1 D Q 0 SPA16 0 0.14453125 loc PPL12
SPD00 Male 2000 2011 11 NA NA Shot 3 D S 0 SPD00 0 0.4375 loc KNO95
SPD01 Male 2001 2017 15 NA NA DeadNotShot 1 D N 22 SPD01 22 0.59375 loc KNO95
SPD09 Male 2009 NA NA NA NA Living 3 L NA 0 SPD09 0 0.25 loc KNO95
SPD12 Female 2012 2012 0 0 0 Shot 3 D S NA SPD12 0 0.25 loc KNO95
SPD98 Male 1998 1999 0 NA NA DeadNotShot 1 D N 0 SPD98 0 0.5 loc KNO95
SPD99 Female 1999 2000 0 0 0 DeadNotShot 1 D N NA SPD99 0 0.25 loc KNO95
SPE83 Male 1983 NA NA NA NA DeadNotShot 2 D NA 0 SPE83 0 0.5 loc SPEED
SPE86 Male 1986 NA NA NA NA DeadNotShot 2 D NA 0 SPE86 0 0.5 loc SPEED
SPE89 Female 1989 NA NA 0 0 DeadNotShot 2 D NA NA SPE89 0 0.5 loc SPEED
SPEED Female 1979 NA NA 3 2 DeadNotShot 2 D NA NA SPEED 3 1 Imm NA
SPI00 Male 2000 NA NA NA NA DeadNotShot 2 U NA 0 SPI00 0 0.8125 loc HAL94
SPI01 Male 2001 2008 7 NA NA Shot 3 D S 1 SPI01 1 0.46875 loc HAL94
SPI03 Male 2003 2003 0 NA NA DeadNotShot 1 D D 0 SPI03 0 0.8125 loc HAL94
SPI97 Female 1997 2001 3 0 0 DeadNotShot 1 D Q NA SPI97 0 0.3125 loc HAL94
SPI99 Female 1999 1999 0 0 0 DeadNotShot 1 D D NA SPI99 0 0.4375 loc HAL94
SPIKE Male 1971 NA NA NA NA DeadNotShot 2 D NA 4 SPIKE 4 1 Imm NA
SPIND Male 1968 1977 8 NA NA Shot 3 D S 0 SPIND 0 0 base NA
SPL01 Male 2001 NA NA NA NA DeadNotShot 2 U NA 0 SPL01 0 0.625 loc SAM94
SPL02 Male 2002 NA NA NA NA DeadNotShot 2 U NA 0 SPL02 0 0.25 loc SAM94
SPL03 Male 2003 NA NA NA NA DeadNotShot 2 M NA 0 SPL03 0 0.25 loc SAM94
SPL04 Male 2004 2015 11 NA NA Shot 3 D S 7 SPL04 7 0.75 loc SAM94
SPL06 Male 2006 2010 4 NA NA Shot 3 D S 0 SPL06 0 0.34375 loc SAM94
SPL08 Female 2008 2009 0 0 0 DeadNotShot 1 D N NA SPL08 0 0.5234375 loc SAM94
SPL09 Male 2009 NA NA NA NA Living 3 L NA 0 SPL09 0 0.25 loc SAM94
SPL97 Male 1997 2010 13 NA NA Shot 3 D S 0 SPL97 0 0.75 loc SAM94
SPL98 Female 1998 2012 14 7 7 Shot 3 D S NA SPL98 7 0.75 loc SAM94
SPL99 Male 1999 2007 8 NA NA Shot 3 D S 4 SPL99 4 0.75 loc SAM94
SPLAS Male NA NA NA NA NA DeadNotShot 2 D NA 0 SPLAS 0 1 Imm NA
SPNDL Male 1982 NA NA NA NA DeadNotShot 2 D NA 0 SPNDL 0 1 Imm NA
SPOOK Male 2002 2009 6 NA NA DeadNotShot 1 D Q 0 SPOOK 0 1 Imm NA
SPR72 Male 1972 1977 4 NA NA DeadNotShot 1 D A 0 SPR72 0 0 loc SPREA
SPREA Female 1960 1974 14 5 2 DeadNotShot 1 D N NA SPREA 5 0 base NA
SPRIG Male 1973 1986 12 NA NA DeadNotShot 1 D N 0 SPRIG 0 0.5 loc NA
SPU16 Male 2016 2016 0 NA NA DeadNotShot 1 D Q 0 SPU16 0 0.3203125 loc SPY12
SPUDS Male 1963 1975 11 NA NA DeadNotShot 1 D A 0 SPUDS 0 0 base NA
SPY12 Female 2012 NA NA 1 0 Living 3 L NA NA SPY12 1 0.640625 loc RPP08
SPY13 Male 2013 NA NA NA NA Living 3 L NA 0 SPY13 0 0.484375 loc RPP08
SPY14 Female 2014 NA NA 0 0 Living 3 L NA NA SPY14 0 0.28125 loc RPP08
SPY15 Female 2015 NA NA 0 0 Living 3 L NA NA SPY15 0 0.515625 loc RPP08
SPY16 Male 2016 NA NA NA NA Living 3 L NA 0 SPY16 0 0.515625 loc RPP08
SQU00 Male 2000 2000 0 NA NA DeadNotShot 1 D Q 0 SQU00 0 0.78125 loc EGR91
SQU01 Female 2001 2006 5 2 0 DeadNotShot 1 D C NA SQU01 2 0.28125 loc EGR91
SQU04 Female 2004 2005 0 0 0 DeadNotShot 1 D N NA SQU04 0 0.375 loc EGR91
SQU95 Female 1995 2001 6 2 0 DeadNotShot 1 D Q NA SQU95 2 0.28125 loc EGR91
SQU97 Female 1997 2003 6 2 1 Shot 3 D S NA SQU97 2 0.28125 loc EGR91
SQU98 Male 1998 NA NA NA NA DeadNotShot 2 D NA 0 SQU98 0 0.28125 loc EGR91
SQUAS Male 1990 2002 11 NA NA DeadNotShot 1 D Q 3 SQUAS 3 1 loc NA
SREDS Male 1970 NA NA NA NA DeadNotShot 2 D NA 0 SREDS 0 1 Imm NA
SRL91 Female 1991 2007 16 9 5 DeadNotShot 1 D Q NA SRL91 9 0.625 loc OCH87
SRL92 Male 1992 1993 0 NA NA DeadNotShot 1 D N 0 SRL92 0 0.3125 loc OCH87
SSK04 Female 2004 2004 0 0 0 DeadNotShot 1 D N NA SSK04 0 0.37890625 loc CHF01
SSK06 Female 2006 2015 9 5 2 DeadNotShot 1 D C NA SSK06 5 0.19140625 loc CHF01
STA00 Male 2000 2001 0 NA NA DeadNotShot 1 D N 0 STA00 0 0.75 loc GAL89
STA94 Female 1994 1995 0 0 0 DeadNotShot 1 D N NA STA94 0 0.5 loc GAL89
STA95 Male 1995 1995 0 NA NA DeadNotShot 1 D N 0 STA95 0 0.375 loc GAL89
STA97 Female 1997 2009 12 7 0 DeadNotShot 1 D C NA STA97 7 0.75 loc GAL89
STANL Male 2011 NA NA NA NA Living 3 L NA 0 STANL 0 1 Imm NA
STARN Male 1966 1980 13 NA NA DeadNotShot 1 D A 5 STARN 5 0.5 loc NA
STB04 Female 2004 2004 0 0 0 Shot 3 D S NA STB04 0 0.703125 loc OPA99
STE05 Male 2005 2010 4 NA NA Shot 3 D S 2 STE05 2 0.40625 loc FAL01
STE07 Male 2007 NA NA NA NA Living 3 L NA 0 STE07 0 0.09375 loc FAL01
STE08 Male 2008 NA NA NA NA Living 3 L NA 0 STE08 0 0.59375 loc FAL01
STE11 Male 2011 NA NA NA NA DeadNotShot 2 M NA 0 STE11 0 0.09375 loc FAL01
STE98 Female 1998 1998 0 0 0 DeadNotShot 3 F B NA STE98 0 0.0625 loc CEL95
STERN Male 2004 NA NA NA NA Living 3 L NA 26 STERN 26 1 loc NA
STI02 Female 2002 2017 14 10 4 DeadNotShot 1 D N NA STI02 10 0.40625 loc AVO89
STI93 Male 1993 1993 0 NA NA DeadNotShot 1 D B 0 STI93 0 0.25 loc AVO89
STI94 Female 1994 2010 16 11 3 Shot 3 D S NA STI94 11 0.25 loc AVO89
STI95 Male 1995 2003 7 NA NA DeadNotShot 1 D N 0 STI95 0 0.375 loc AVO89
STI96 Female 1996 2013 17 10 5 DeadNotShot 1 D N NA STI96 10 0.3125 loc AVO89
STI98 Male 1998 2000 1 NA NA DeadNotShot 1 D N 0 STI98 0 0.625 loc AVO89
STI99 Male 1999 2003 4 NA NA Shot 3 D S 0 STI99 0 0.3125 loc AVO89
STK01 Female 2001 NA NA 0 0 DeadNotShot 2 D NA NA STK01 0 0.484375 loc SQU95
STN09 Female 2009 2010 0 0 0 DeadNotShot 1 D N NA STN09 0 0.359375 loc LMS05
STN10 Female 2010 2010 0 0 0 DeadNotShot 1 D N NA STN10 0 0.328125 loc LMS05
STN11 Male 2011 2011 0 NA NA DeadNotShot 1 D B 0 STN11 0 0.640625 loc LMS05
STN12 Female 2012 2016 4 2 0 Shot 3 D S NA STN12 2 0.515625 loc LMS05
STN13 Female 2013 2015 2 0 0 Shot 3 D S NA STN13 0 0.515625 loc LMS05
STN14 Female 2014 2015 1 0 0 Shot 3 D S NA STN14 0 0.36328125 loc LMS05
STN15 Female 2015 2015 0 0 0 Shot 3 D S NA STN15 0 0.203125 loc LMS05
STO01 Female 2001 2002 0 0 0 DeadNotShot 1 D N NA STO01 0 0.625 loc WHA89
STO93 Female 1993 1993 0 0 0 DeadNotShot 1 D B NA STO93 0 0.9375 loc WHA89
STO94 Female 1994 1995 0 0 0 DeadNotShot 1 D N NA STO94 0 0.6875 loc WHA89
STO96 Female 1996 2012 15 9 4 DeadNotShot 1 D N NA STO96 9 0.5625 loc WHA89
STO97 Male 1997 NA NA NA NA DeadNotShot 2 D NA 0 STO97 0 0.5625 loc WHA89
STO98 Female 1998 2016 17 8 6 DeadNotShot 1 D N NA STO98 8 0.9375 loc WHA89
STO99 Male 1999 2006 7 NA NA Shot 3 D S 0 STO99 0 0.9375 loc WHA89
STOBS Male 1982 NA NA NA NA DeadNotShot 2 D NA 0 STOBS 0 1 Imm NA
STR00 Female 2000 2008 8 2 0 DeadNotShot 1 D Q NA STR00 2 0.4375 loc MNX90
STR03 Female 2003 2005 1 0 0 DeadNotShot 1 D N NA STR03 0 0.625 loc MNX90
STR95 Female 1995 1995 0 0 0 DeadNotShot 1 D Q NA STR95 0 0.375 loc MNX90
STR96 Female 1996 2013 16 5 4 DeadNotShot 1 D N NA STR96 5 0.6875 loc MNX90
STR97 Male 1997 NA NA NA NA DeadNotShot 2 D NA 0 STR97 0 0.4375 loc MNX90
STRIK Male 1987 NA NA NA NA DeadNotShot 2 D NA 0 STRIK 0 1 Imm NA
STRIS Male 1987 NA NA NA NA DeadNotShot 2 D NA 0 STRIS 0 1 Imm NA
STRKE Male 2006 NA NA NA NA DeadNotShot 2 U NA 0 STRKE 0 1 Imm NA
STU82 Female 1982 NA NA 0 0 DeadNotShot 2 D NA NA STU82 0 0.5 loc STURD
STUAR Male 1998 2010 11 NA NA DeadNotShot 1 D N 17 STUAR 17 0.875 loc NA
STUBB Male 1971 1979 8 NA NA Shot 3 D S 1 STUBB 1 1 loc NA
STULS Male 1971 1981 9 NA NA DeadNotShot 1 D A 0 STULS 0 1 Imm NA
STUMP Male 1968 1979 10 NA NA DeadNotShot 1 D N 0 STUMP 0 0 base NA
STURD Female 1976 NA NA 3 1 DeadNotShot 2 D NA NA STURD 3 1 Imm NA
SUL84 Female 1984 1984 0 0 0 DeadNotShot 1 D D NA SUL84 0 0.375 loc TER80
SUL85 Female 1985 1986 0 0 0 DeadNotShot 1 D N NA SUL85 0 0.375 loc TER80
SUL87 Male 1987 1989 1 NA NA DeadNotShot 1 D N 0 SUL87 0 0.375 loc TER80
SUL88 Female 1988 1989 0 0 0 DeadNotShot 1 D N NA SUL88 0 0.375 loc TER80
SUL89 Male 1989 1994 5 NA NA Shot 3 D S 0 SUL89 0 0.25 loc TER80
SUL90 Female 1990 2009 18 10 1 DeadNotShot 1 D N NA SUL90 10 0.375 loc TER80
SUL91 Female 1991 1991 0 0 0 DeadNotShot 1 D Q NA SUL91 0 0.375 loc TER80
SUL92 Male 1992 1993 0 NA NA DeadNotShot 1 D N 0 SUL92 0 0.125 loc TER80
SUL94 Female 1994 2006 12 9 0 DeadNotShot 1 D A NA SUL94 9 0.28125 loc TER80
SUL96 Female 1996 1999 3 0 0 DeadNotShot 1 D A NA SUL96 0 0.25 loc TER80
SUN89 Male 1989 1990 0 NA NA DeadNotShot 1 D N 0 SUN89 0 0.375 loc RHY86
SUN91 Male 1991 1995 4 NA NA Shot 3 D S 0 SUN91 0 0.75 loc RHY86
SUN93 Female 1993 2009 15 7 5 DeadNotShot 1 D Q NA SUN93 7 0.5 loc RHY86
SUN94 Male 1994 1995 1 NA NA DeadNotShot 1 D N 0 SUN94 0 0.375 loc RHY86
SUN96 Male 1996 2000 4 NA NA Shot 3 D S 0 SUN96 0 0.5 loc RHY86
SUN98 Male 1998 2002 3 NA NA Shot 3 D S 0 SUN98 0 0.75 loc RHY86
SUPPL Male 1990 NA NA NA NA DeadNotShot 2 D NA 0 SUPPL 0 1 Imm NA
SUR86 Male 1986 2000 13 NA NA DeadNotShot 1 D N 3 SUR86 3 0.75 loc THO82
SUR87 Female 1987 2007 19 10 9 DeadNotShot 1 D N NA SUR87 10 0.375 loc THO82
SUR89 Female 1989 1993 3 1 1 DeadNotShot 1 D N NA SUR89 1 0.25 loc THO82
SUR91 Female 1991 2000 9 5 4 Shot 3 D S NA SUR91 5 0.5 loc THO82
SUR92 Male 1992 1993 0 NA NA DeadNotShot 1 D N 0 SUR92 0 0.3125 loc THO82
SUR94 Male 1994 1999 5 NA NA DeadNotShot 1 D A 0 SUR94 0 0.75 loc THO82
SUR95 Female 1995 2014 18 8 6 Shot 3 D S NA SUR95 8 0.4375 loc THO82
SUR97 Male 1997 2005 8 NA NA Shot 3 D S 1 SUR97 1 0.375 loc THO82
SUR99 Female 1999 2005 5 1 1 Shot 3 D S NA SUR99 1 0.59375 loc THO82
SUT98 Male 1998 1998 0 NA NA DeadNotShot 1 D E 0 SUT98 0 0 loc TWE93
SUT99 Female 1999 2000 0 0 0 DeadNotShot 1 D N NA SUT99 0 0 loc TWE93
SVG16 Female 2016 2016 0 0 0 DeadNotShot 1 D B NA SVG16 0 0.55078125 loc CDN12
SWA02 Male 2002 2004 1 NA NA DeadNotShot 1 D N 0 SWA02 0 0.5 loc SWI88
SWA95 Female 1995 1995 0 0 0 DeadNotShot 1 D Q NA SWA95 0 0.4375 loc SWI88
SWA96 Female 1996 1996 0 0 0 DeadNotShot 1 D N NA SWA96 0 0.1875 loc SWI88
SWA98 Male 1998 2008 9 NA NA DeadNotShot 1 D N 2 SWA98 2 0.3125 loc SWI88
SWEEP Male 1971 NA NA NA NA DeadNotShot 2 D NA 0 SWEEP 0 1 Imm NA
SWEPB Male 1993 NA NA NA NA DeadNotShot 2 D NA 0 SWEPB 0 1 Imm NA
SWI88 Female 1988 2003 14 5 1 DeadNotShot 1 D N NA SWI88 5 0.375 loc TER83
SWI89 Female 1989 1992 2 0 0 DeadNotShot 1 D N NA SWI89 0 0.5 loc TER83
SWI91 Male 1991 1992 0 NA NA DeadNotShot 1 D N 0 SWI91 0 0.625 loc TER83
SWI92 Male 1992 1993 0 NA NA DeadNotShot 1 D N 0 SWI92 0 0.25 loc TER83
SWITC Male 1969 NA NA NA NA DeadNotShot 2 D NA 0 SWITC 0 0 base NA
SWT11 Female 2011 NA NA 2 0 Living 3 L NA NA SWT11 2 0.3671875 loc FRT06
SWT12 Male 2012 2014 2 NA NA Shot 3 D S 0 SWT12 0 0.5703125 loc FRT06
SWT13 Male 2013 NA NA NA NA Living 3 L NA 0 SWT13 0 0.7734375 loc FRT06
SWT15 Male 2015 NA NA NA NA Living 3 L NA 0 SWT15 0 0.7734375 loc FRT06
SWT16 Male 2016 NA NA NA NA Living 3 L NA 0 SWT16 0 0.2734375 loc FRT06
SYC00 Male 2000 2016 15 NA NA DeadNotShot 1 D N 15 SYC00 15 0.8125 loc PET87
SYC02 Male 2002 2016 13 NA NA DeadNotShot 1 D A 15 SYC02 15 0.625 loc PET87
SYC91 Female 1991 2008 16 9 8 DeadNotShot 1 D N NA SYC91 9 0.4375 loc PET87
SYC93 Female 1993 1993 0 0 0 DeadNotShot 1 D Q NA SYC93 0 0.8125 loc PET87
SYC94 Male 1994 2004 9 NA NA DeadNotShot 1 D NA 0 SYC94 0 0.5625 loc PET87
SYC95 Male 1995 1995 0 NA NA DeadNotShot 1 D Q 0 SYC95 0 0.5625 loc PET87
SYC96 Male 1996 2005 9 NA NA Shot 3 D S 7 SYC96 7 0.5625 loc PET87
SYC97 Male 1997 2008 11 NA NA Shot 3 D S 10 SYC97 10 0.8125 loc PET87
SYC98 Male 1998 2000 1 NA NA DeadNotShot 1 D N 0 SYC98 0 0.6875 loc PET87
SYL81 Female 1981 1984 2 0 0 DeadNotShot 1 D Q NA SYL81 0 0 loc SLE77
SYL83 Male 1983 NA NA NA NA DeadNotShot 2 D NA 0 SYL83 0 0 loc SLE77
SYL84 Male 1984 NA NA NA NA DeadNotShot 2 D NA 0 SYL84 0 0 loc SLE77
SYMME Male 1962 NA NA NA NA DeadNotShot 2 D NA 0 SYMME 0 0 base NA
TAA98 Male 1998 1999 0 NA NA DeadNotShot 1 D N 0 TAA98 0 0.21875 loc ALB93
TAB77 Female 1977 1978 0 0 0 DeadNotShot 1 D N NA TAB77 0 0 loc YTA73
TAC79 Female 1979 1980 0 0 0 DeadNotShot 1 D N NA TAC79 0 0 loc TAL73
TAL70 Female 1970 1984 13 6 2 DeadNotShot 1 D N NA TAL70 6 0 loc BRO66
TAL71 Female 1971 1984 12 5 3 DeadNotShot 1 D N NA TAL71 5 0 loc BRO66
TAL72 Male 1972 1982 9 NA NA DeadNotShot 1 D N 0 TAL72 0 0 loc BRO66
TAL73 Female 1973 1980 6 4 0 DeadNotShot 1 D N NA TAL73 4 0 loc BRO66
TAL74 Male 1974 1974 0 NA NA DeadNotShot 1 D Q 0 TAL74 0 0 loc BRO66
TAL75 Male 1975 1988 13 NA NA DeadNotShot 1 D A 5 TAL75 5 0 loc BRO66
TAL76 Male 1976 1976 0 NA NA DeadNotShot 1 D Q 0 TAL76 0 0 loc BRO66
TAL77 Male 1977 1986 9 NA NA DeadNotShot 1 D A 0 TAL77 0 0.5 loc BRO66
TAL78 Female 1978 1978 0 0 0 DeadNotShot 1 D Q NA TAL78 0 0 loc BRO66
TALLS Male 1967 1978 10 NA NA DeadNotShot 1 D N 0 TALLS 0 0 base NA
TALON Male 1993 NA NA NA NA DeadNotShot 2 D NA 0 TALON 0 1 Imm NA
TAM92 Male 1992 1992 0 NA NA DeadNotShot 1 D Q 0 TAM92 0 0.125 loc RHY88
TAM93 Female 1993 2003 10 5 5 Shot 3 D S NA TAM93 5 0.375 loc RHY88
TAM94 Male 1994 2004 10 NA NA Shot 3 D S 5 TAM94 5 0.5 loc RHY88
TAM95 Female 1995 1995 0 0 0 DeadNotShot 1 D Q NA TAM95 0 0.625 loc RHY88
TAMDU Male 2006 2013 6 NA NA DeadNotShot 1 D Q 0 TAMDU 0 1 Imm NA
TAMEG Male 1974 NA NA NA NA DeadNotShot 2 D NA 0 TAMEG 0 1 Imm NA
TAN80 Female 1980 1983 3 0 0 DeadNotShot 1 D Q NA TAN80 0 0 loc THI76
TAPLE Male 1978 NA NA NA NA DeadNotShot 2 D NA 0 TAPLE 0 1 Imm NA
TARDY Male NA NA NA NA NA DeadNotShot 2 D NA 0 TARDY 0 1 Imm NA
TATTI Male 1994 2004 9 NA NA DeadNotShot 1 D N 1 TATTI 1 1 Imm NA
TBONE Female 1974 1983 9 5 3 DeadNotShot 1 D N NA TBONE 5 1 Imm NA
TBS10 Male 2010 2015 5 NA NA Shot 3 D S 0 TBS10 0 0.0625 loc BNS07
TCL16 Female 2016 2017 0 0 0 DeadNotShot 1 D N NA TCL16 0 0.3515625 loc HNY12
TEA74 Male 1974 1975 0 NA NA DeadNotShot 1 D N 0 TEA74 0 0 loc TAL71
TEA76 Female 1976 1989 12 6 1 DeadNotShot 1 D N NA TEA76 6 0 loc TAL71
TEA78 Female 1978 1991 12 5 1 DeadNotShot 1 D N NA TEA78 5 0 loc TAL71
TEA80 Male 1980 1992 11 NA NA DeadNotShot 1 D N 2 TEA80 2 0.5 loc TAL71
TEA82 Male 1982 1983 0 NA NA DeadNotShot 1 D N 0 TEA82 0 0.25 loc TAL71
TEAKS Male 1989 1998 9 NA NA DeadNotShot 1 D Q 4 TEAKS 4 0.75 loc NA
TEI09 Male 2009 2009 0 NA NA Shot 3 D S 0 TEI09 0 0.609375 loc MNT04
TEL86 Female 1986 1991 5 2 1 Shot 3 D S NA TEL86 2 0.375 loc PEC81
TEL87 Male 1987 2000 12 NA NA DeadNotShot 1 D Q 0 TEL87 0 0.375 loc PEC81
TEL89 Female 1989 NA NA 0 0 DeadNotShot 2 D NA NA TEL89 0 0.375 loc PEC81
TEL90 Female 1990 1998 8 4 1 Shot 3 D S NA TEL90 4 0.625 loc PEC81
TEL91 Female 1991 1991 0 0 0 Shot 3 D S NA TEL91 0 0.375 loc PEC81
TEM15 Male 2015 2015 0 NA NA DeadNotShot 1 D W 0 TEM15 0 0.7578125 loc STN12
TEM16 Male 2016 2016 0 NA NA Shot 3 D S 0 TEM16 0 0.2578125 loc STN12
TER75 Male 1975 1988 13 NA NA DeadNotShot 1 D N 17 TER75 17 0.25 loc TRN72
TER76 Female 1976 1976 0 0 0 DeadNotShot 1 D D NA TER76 0 0 loc TRN72
TER77 Female 1977 1977 0 0 0 DeadNotShot 1 D D NA TER77 0 0 loc TRN72
TER78 Male 1978 NA NA NA NA DeadNotShot 2 D NA 0 TER78 0 0 loc TRN72
TER79 Female 1979 1981 2 0 0 DeadNotShot 1 D A NA TER79 0 0.25 loc TRN72
TER80 Female 1980 1997 16 11 4 DeadNotShot 1 D N NA TER80 11 0.25 loc TRN72
